img_id,label,score,x1,x2,y1,y2
00016,0,0.826575,0.40994254,0.9047395,0.1131525,0.5675195
00018,0,0.799228,0.423793,0.702053,0.3684845,0.9506395
00019,0,0.855519,0.337977,0.754947,0.678817,0.885229
00023,0,0.718678,0.143445,0.315795,0.301095,0.632053
00030,0,0.765205,0.7305,0.8863279,0.47084802,0.696448
00036,0,0.617371,0.1116545,0.9999995,0.0855015,0.6326225
00036,0,0.561917,0.132429,0.296027,0.5162355,0.8119945
00039,0,0.882705,0.036053,0.817285,0.4415385,0.7310575
00040,0,0.761271,0.3260855,1.0,0.251479,0.935431
00040,0,0.516568,0.3166505,0.5803795,0.387854,0.574424
00048,0,0.558511,0.058778,0.609242,0.0218335,0.93941057
00048,0,0.525971,0.7989442,0.87658584,0.1878135,0.5104365
00048,0,0.299096,0.6854193,0.7750907,0.169853,0.511469
00060,0,0.719017,0.2530495,0.7644245,0.0063459994,1.0
00077,0,0.505462,0.064968,1.0,0.562026,0.695002
00077,0,0.328035,0.325192,1.0,0.6332232,0.7101928
00086,0,0.816494,0.2554505,0.5126555,0.4410315,0.8592485
00092,0,0.894438,0.002506,0.86209404,0.0061955,0.9432425
00096,0,0.550502,0.0238245,0.9936995,0.4039145,0.8191655
00098,0,0.592168,0.140176,0.392316,0.42354947,0.6692145
00098,0,0.462762,0.759076,1.0,0.296845,0.548389
00099,0,0.805489,0.2534505,0.9924155,0.386307,0.923503
00100,0,0.879404,0.372239,0.610429,0.5517075,0.9485686
00100,0,0.302334,0.65246886,0.7215471,0.8675949,0.9538892
00115,0,0.484888,0.3322445,0.4774835,0.5973375,0.7859005
00115,0,0.409842,0.19087,0.293904,0.6189435,0.8055045
00115,0,0.359263,5e-07,0.4778735,0.6154395,0.8155365
00115,0,0.306928,0.7709519,0.82726204,0.54602414,0.60654783
00115,0,0.271026,0.0053348,0.1799738,0.6907325,0.8580675
00121,0,0.710546,0.609871,0.775047,0.2713045,0.5996375
00135,0,0.517088,0.0089245,0.8042775,0.0515875,0.9261385
00139,0,0.597156,0.6156585,0.7340315,0.400415,0.8600271
00148,0,0.724103,0.0057815,0.7204964,0.2235405,0.8597535
00153,0,0.864709,0.2522765,0.9956235,0.206576,0.75148
00160,0,0.511149,0.2776045,0.8737495,0.4495325,0.9956835
00160,0,0.272871,0.763341,0.866473,0.818574,0.998588
00161,0,0.742135,0.1865545,0.5625455,0.701607,0.841689
00161,0,0.593942,0.679893,0.842153,0.418637,0.547515
00163,0,0.573788,0.2289765,0.7712135,0.136204,0.9607261
00163,0,0.494276,0.39336,0.719964,0.508488,0.954098
00174,0,0.351034,0.2765445,0.7599495,0.441435,0.835709
00177,0,0.340118,0.234155,0.468967,0.4298105,0.8307095
00181,0,0.83019,0.1757485,0.7161035,0.0,0.8263605
00184,0,0.354877,0.5995676,0.6466884,0.5331274,0.6054006
00184,0,0.289742,0.68191206,0.722146,0.4009683,0.4774477
00184,0,0.263743,0.4922565,0.5189435,0.44115376,0.49002022
00184,0,0.261092,0.5252318,0.6007602,0.33084524,0.40940675
00186,0,0.436919,0.0,0.525118,0.35091954,0.9157885
00186,0,0.411055,0.3267405,0.5217675,0.6174709,0.910889
00190,0,0.665368,0.008947,0.996431,0.234763,0.927933
00193,0,0.666092,0.28374544,0.38173056,0.635826,0.736384
00194,0,0.903687,0.421378,0.593136,0.1389405,0.68445957
00195,0,0.827831,0.5507185,0.6561235,0.515893,0.91753507
00195,0,0.456975,0.1742665,0.4286995,0.0031855,0.3279005
00195,0,0.286655,0.44477278,0.5314112,0.5196525,0.7837855
00202,0,0.913208,0.736278,0.952672,0.006453,0.544803
00202,0,0.602236,0.455039,0.608313,0.3451835,0.5705165
00206,0,0.772223,0.187905,0.645161,0.024118999,0.785867
00209,0,0.872052,0.0563785,0.3136615,0.7591115,0.9310805
00209,0,0.707593,0.2717715,0.7175925,0.2204045,0.5634495
00209,0,0.564628,0.6472765,0.9563395,0.7485995,0.9237185
00209,0,0.416409,1e-07,0.1774621,0.2295705,0.4842255
00209,0,0.379556,0.64792,0.777964,0.7447975,0.8901265
00211,0,0.764308,0.0451635,1.0,0.4013935,0.8244926
00213,0,0.425673,0.387269,0.970557,0.0,0.4962365
00214,0,0.734741,0.317461,0.741517,0.014101,0.666373
00214,0,0.270325,0.870687,0.988387,0.012115,0.650727
00220,0,0.415923,0.32556447,0.45304152,0.30317047,0.4056055
00231,0,0.303834,0.0360815,0.3433625,0.3305925,0.6063015
00232,0,0.746343,0.0,0.73737794,0.1178375,0.5175865
00236,0,0.661616,0.664792,0.97427803,0.2777295,0.6650025
00236,0,0.349696,0.0187525,0.4181275,0.5882235,0.9874805
00238,0,0.741628,0.673682,1.0,0.38157654,0.5739895
00246,0,0.656781,0.048564,1.0,0.6873285,0.9189095
00265,0,0.749967,0.0,0.9421665,0.307161,0.792391
00265,0,0.478305,0.5338495,0.9156065,0.3589205,0.6783855
00267,0,0.635803,0.0770345,0.9999995,0.338103,0.9700909
00267,0,0.328368,0.5120765,0.9999995,0.2923665,0.9535455
00278,0,0.532272,0.2719705,0.4499115,0.4196285,0.6028295
00278,0,0.411424,0.0612305,0.1996555,0.2735325,0.6167415
00281,0,0.837071,0.2654775,0.4465325,0.616261,0.80410296
00281,0,0.764305,0.794754,1.0,0.6054055,0.84699446
00281,0,0.376994,0.4401595,0.5687205,0.43827048,0.51551354
00284,0,0.853156,0.0,0.577496,0.3132665,0.9851195
00286,0,0.865031,0.2026,0.878204,0.043731,0.801825
00291,0,0.505816,0.1344915,0.9806885,0.4273105,0.6615095
00294,0,0.510735,0.36814386,0.44863614,0.3150115,0.5074125
00294,0,0.465625,0.7329288,0.8167612,0.8142185,0.9930435
00294,0,0.364756,0.2534081,0.3276859,0.206723,0.347725
00294,0,0.31012,0.230683,0.302249,0.46431804,0.583682
00298,0,0.654083,0.1146025,0.6734395,0.0204675,0.9344105
00298,0,0.437996,0.2666835,0.5661145,0.060518496,0.3169415
00300,0,0.520037,0.0184815,0.6595445,0.843479,0.950883
00300,0,0.440521,0.3586585,0.9752395,0.7982405,0.9472595
