00016,fire,0.9999933242797852
00018,fire,0.9885441660881042
00019,fire,0.8317234516143799
00023,fire,0.7744953036308289
00030,fire,0.8964466452598572
00036,fire,0.9813995957374573
00039,fire,0.9653415083885193
00040,fire,0.9906274080276489
00048,fire,0.9971479773521423
00060,fire,0.9140388369560242
00077,fire,0.7048901915550232
00092,fire,0.9927026033401489
00096,fire,0.9616973400115967
00098,fire,0.8412225246429443
00099,fire,0.8900871872901917
00100,fire,0.7807679176330566
00115,fire,0.6063036918640137
00121,fire,0.6680029630661011
00135,fire,0.9904171228408813
00148,fire,0.9924920201301575
00153,fire,0.9910686016082764
00160,fire,0.9425807595252991
00161,fire,0.8733498454093933
00163,fire,0.9939360022544861
00177,fire,0.8042188882827759
00181,fire,0.9684600234031677
00186,fire,0.573475182056427
00190,fire,0.9864830374717712
00193,fire,0.7944121956825256
00195,fire,0.5050268173217773
00202,fire,0.9396507740020752
00206,fire,0.815008819103241
00209,fire,0.6455732583999634
00211,fire,0.9489892721176147
00214,fire,0.9345499277114868
00231,fire,0.5999752283096313
00232,fire,0.943422794342041
00246,fire,0.7370360493659973
00265,fire,0.9861630797386169
00267,fire,0.9830874800682068
00278,fire,0.6145085096359253
00281,fire,0.9660176038742065
00284,fire,0.9987736344337463
00286,fire,0.9838362336158752
00291,fire,0.795718252658844
00294,fire,0.5174645781517029
00298,fire,0.8474717736244202
00300,fire,0.5880125164985657
00301,fire,0.9821474552154541
00306,fire,0.9660137295722961
00313,fire,0.9673051834106445
00328,fire,0.9745036363601685
00329,fire,0.7099120616912842
00335,fire,0.7084161639213562
00337,fire,0.979478120803833
00345,fire,0.591519296169281
00346,fire,0.6979075074195862
00357,fire,0.9949546456336975
00359,fire,0.8142721652984619
00379,fire,0.99671471118927
00380,fire,0.9598212242126465
00387,fire,0.5431448221206665
00392,fire,0.7433030009269714
00398,fire,0.7249577045440674
00406,fire,0.7160083055496216
00407,fire,0.657935380935669
00412,fire,0.6901462078094482
00414,fire,0.8527626991271973
00428,fire,0.6821287870407104
00432,fire,0.6017791628837585
00435,fire,0.5327514410018921
00437,fire,0.9935455918312073
00438,fire,0.990315854549408
00439,fire,0.987287163734436
00442,fire,0.9672107100486755
00448,fire,0.9990276098251343
00450,fire,0.9931675791740417
00457,fire,0.9957113265991211
00458,fire,0.8628997206687927
00463,fire,0.6215102076530457
00475,fire,0.5216651558876038
00481,fire,0.9928989410400391
00482,fire,0.7009435892105103
00489,fire,0.968346357345581
00490,fire,0.9901095628738403
00491,fire,0.997961163520813
00494,fire,0.993057131767273
00495,fire,0.9936134219169617
00497,fire,0.9907829165458679
